Series,Family,InstanceType,CPU,Memory,Price
ri,r8i,ecs.r8i.large,2,16.0,
ri,r8i,ecs.r8i.xlarge,4,32.0,
ri,r8i,ecs.r8i.2xlarge,8,64.0,
ri,r8i,ecs.r8i.3xlarge,12,96.0,
ri,r8i,ecs.r8i.4xlarge,16,128.0,
ri,r8i,ecs.r8i.6xlarge,24,192.0,
ri,r8i,ecs.r8i.8xlarge,32,256.0,
ri,r8i,ecs.r8i.12xlarge,48,384.0,
