Series,Family,InstanceType,CPU,Memory,Price
tcm,t6-c1m4,ecs.t6-c1m4.large,2,8.0,0.6703
tcm,t6-c1m4,ecs.t6-c1m4.xlarge,4,16.0,1.3213
tcm,t6-c1m4,ecs.t6-c1m4.2xlarge,8,32.0,2.6233
