Series,Family,InstanceType,CPU,Memory,Price
ca,c7a,ecs.c7a.large,2,4.0,
ca,c7a,ecs.c7a.xlarge,4,8.0,
ca,c7a,ecs.c7a.2xlarge,8,16.0,
ca,c7a,ecs.c7a.4xlarge,16,32.0,
ca,c7a,ecs.c7a.8xlarge,32,64.0,
ca,c7a,ecs.c7a.16xlarge,64,128.0,
ca,c7a,ecs.c7a.32xlarge,128,256.0,
