Series,Family,InstanceType,CPU,Memory,Price
ds,d2s,ecs.d2s.5xlarge,20,88.0,19.8926
ds,d2s,ecs.d2s.10xlarge,40,176.0,39.76808
ds,d2s,ecs.d2s.20xlarge,80,352.0,79.52527
