Series,Family,InstanceType,CPU,Memory,Price
gt,g7t,ecs.g7t.large,2,8.0,
gt,g7t,ecs.g7t.xlarge,4,16.0,
gt,g7t,ecs.g7t.2xlarge,8,32.0,
gt,g7t,ecs.g7t.3xlarge,12,48.0,
gt,g7t,ecs.g7t.4xlarge,16,64.0,
gt,g7t,ecs.g7t.6xlarge,24,96.0,
gt,g7t,ecs.g7t.8xlarge,32,128.0,
gt,g7t,ecs.g7t.16xlarge,64,256.0,
