Series,Family,InstanceType,CPU,Memory,Price
hfc,hfc7,ecs.hfc7.large,2,4.0,
hfc,hfc7,ecs.hfc7.xlarge,4,8.0,
hfc,hfc7,ecs.hfc7.2xlarge,8,16.0,
hfc,hfc7,ecs.hfc7.3xlarge,12,24.0,
hfc,hfc7,ecs.hfc7.4xlarge,16,32.0,
hfc,hfc7,ecs.hfc7.6xlarge,24,48.0,
hfc,hfc7,ecs.hfc7.8xlarge,32,64.0,
hfc,hfc7,ecs.hfc7.12xlarge,48,96.0,
hfc,hfc7,ecs.hfc7.24xlarge,96,192.0,
