Series,Family,InstanceType,CPU,Memory,Price
gncg,gn5-c8g1,ecs.gn5-c8g1.2xlarge,8,60.0,1.3051
gncg,gn5-c8g1,ecs.gn5-c8g1.4xlarge,16,120.0,2.6011
