Series,Family,InstanceType,CPU,Memory,Price
ucm,u1-c1m1,ecs.u1-c1m1.large,2,2.0,
ucm,u1-c1m1,ecs.u1-c1m1.xlarge,4,4.0,
ucm,u1-c1m1,ecs.u1-c1m1.2xlarge,8,8.0,
ucm,u1-c1m1,ecs.u1-c1m1.3xlarge,12,12.0,
ucm,u1-c1m1,ecs.u1-c1m1.4xlarge,16,16.0,
ucm,u1-c1m1,ecs.u1-c1m1.8xlarge,32,32.0,
