Series,Family,InstanceType,CPU,Memory,Price
hfgi,hfg8i,ecs.hfg8i.large,2,8.0,
hfgi,hfg8i,ecs.hfg8i.xlarge,4,16.0,
hfgi,hfg8i,ecs.hfg8i.2xlarge,8,32.0,
hfgi,hfg8i,ecs.hfg8i.3xlarge,12,48.0,
hfgi,hfg8i,ecs.hfg8i.4xlarge,16,64.0,
hfgi,hfg8i,ecs.hfg8i.6xlarge,24,96.0,
hfgi,hfg8i,ecs.hfg8i.8xlarge,32,128.0,
hfgi,hfg8i,ecs.hfg8i.16xlarge,64,256.0,
