Series,Family,InstanceType,CPU,Memory,Price
hfri,hfr8i,ecs.hfr8i.large,2,16.0,
hfri,hfr8i,ecs.hfr8i.xlarge,4,32.0,
hfri,hfr8i,ecs.hfr8i.2xlarge,8,64.0,
hfri,hfr8i,ecs.hfr8i.3xlarge,12,96.0,
hfri,hfr8i,ecs.hfr8i.4xlarge,16,128.0,
hfri,hfr8i,ecs.hfr8i.6xlarge,24,192.0,
hfri,hfr8i,ecs.hfr8i.8xlarge,32,256.0,
hfri,hfr8i,ecs.hfr8i.16xlarge,64,512.0,
hfri,hfr8i,ecs.hfr8i.32xlarge,128,1024.0,
