Series,Family,InstanceType,CPU,Memory,Price
ga,g7a,ecs.g7a.large,2,8.0,
ga,g7a,ecs.g7a.xlarge,4,16.0,
ga,g7a,ecs.g7a.2xlarge,8,32.0,
ga,g7a,ecs.g7a.4xlarge,16,64.0,
ga,g7a,ecs.g7a.8xlarge,32,128.0,
ga,g7a,ecs.g7a.16xlarge,64,256.0,
ga,g7a,ecs.g7a.32xlarge,128,512.0,
