Series,Family,InstanceType,CPU,Memory,Price
tlcm,t5-lc1m2,ecs.t5-lc1m2.small,1,2.0,0.1402
tlcm,t5-lc1m2,ecs.t5-lc1m2.large,2,4.0,0.2518
