Series,Family,InstanceType,CPU,Memory,Price
hfg,hfg7,ecs.hfg7.large,2,8.0,
hfg,hfg7,ecs.hfg7.xlarge,4,16.0,
hfg,hfg7,ecs.hfg7.2xlarge,8,32.0,
hfg,hfg7,ecs.hfg7.3xlarge,12,48.0,
hfg,hfg7,ecs.hfg7.4xlarge,16,64.0,
hfg,hfg7,ecs.hfg7.6xlarge,24,96.0,
hfg,hfg7,ecs.hfg7.8xlarge,32,128.0,
hfg,hfg7,ecs.hfg7.12xlarge,48,192.0,
hfg,hfg7,ecs.hfg7.24xlarge,96,384.0,
