Series,Family,InstanceType,CPU,Memory,Price
gi,g8i,ecs.g8i.large,2,8.0,
gi,g8i,ecs.g8i.xlarge,4,16.0,
gi,g8i,ecs.g8i.2xlarge,8,32.0,
gi,g8i,ecs.g8i.3xlarge,12,48.0,
gi,g8i,ecs.g8i.4xlarge,16,64.0,
gi,g8i,ecs.g8i.6xlarge,24,96.0,
gi,g8i,ecs.g8i.8xlarge,32,128.0,
gi,g8i,ecs.g8i.12xlarge,48,192.0,
gi,g8i,ecs.g8i.16xlarge,64,256.0,
gi,g8i,ecs.g8i.24xlarge,96,384.0,
gi,g8i,ecs.g8i.48xlarge,192,1024.0,
