Series,Family,InstanceType,CPU,Memory,Price
ci,c8i,ecs.c8i.large,2,4.0,
ci,c8i,ecs.c8i.xlarge,4,8.0,
ci,c8i,ecs.c8i.2xlarge,8,16.0,
ci,c8i,ecs.c8i.3xlarge,12,24.0,
ci,c8i,ecs.c8i.4xlarge,16,32.0,
ci,c8i,ecs.c8i.6xlarge,24,48.0,
ci,c8i,ecs.c8i.8xlarge,32,64.0,
ci,c8i,ecs.c8i.12xlarge,48,96.0,
ci,c8i,ecs.c8i.16xlarge,64,128.0,
ci,c8i,ecs.c8i.24xlarge,96,192.0,
ci,c8i,ecs.c8i.48xlarge,192,512.0,
