Series,Family,InstanceType,CPU,Memory,Price
gncg,gn5-c4g1,ecs.gn5-c4g1.xlarge,4,30.0,1.0855
gncg,gn5-c4g1,ecs.gn5-c4g1.2xlarge,8,60.0,2.1619
